super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
2208,Simmons College,Private Non-profit,Selective private,Four-year,MA,1,.056845352,.40824547
2208,Simmons College,Private Non-profit,Selective private,Four-year,MA,2,.1369116,.4519982
2208,Simmons College,Private Non-profit,Selective private,Four-year,MA,3,.19581167,.42517266
2208,Simmons College,Private Non-profit,Selective private,Four-year,MA,4,.23265573,.3981095
2208,Simmons College,Private Non-profit,Selective private,Four-year,MA,5,.3777757,.46185693
1887,Simpson College,Private Non-profit,Selective private,Four-year,IA,1,.030970447,.39682275
1887,Simpson College,Private Non-profit,Selective private,Four-year,IA,2,.1286906,.37966076
1887,Simpson College,Private Non-profit,Selective private,Four-year,IA,3,.25937819,.3458375
1887,Simpson College,Private Non-profit,Selective private,Four-year,IA,4,.34135252,.37434193
1887,Simpson College,Private Non-profit,Selective private,Four-year,IA,5,.23960833,.45311269
1291,Simpson University,Private Non-profit,Selective private,Four-year,CA,1,.064028382,.26075399
1291,Simpson University,Private Non-profit,Selective private,Four-year,CA,2,.17898788,.096179381
1291,Simpson University,Private Non-profit,Selective private,Four-year,CA,3,.24317543,.23969154
1291,Simpson University,Private Non-profit,Selective private,Four-year,CA,4,.28448337,.17571187
1291,Simpson University,Private Non-profit,Selective private,Four-year,CA,5,.22932509,.23329496
3119,Sinclair Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,1,.1045544,.058335532
3119,Sinclair Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,2,.16964017,.11033903
3119,Sinclair Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,3,.25686765,.14892183
3119,Sinclair Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,4,.28376764,.15515149
3119,Sinclair Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,5,.1851701,.19037893
3792,Skagit Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,1,.1122862,.12172711
3792,Skagit Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,2,.16189875,.17833553
3792,Skagit Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,3,.26103723,.19012511
3792,Skagit Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,4,.30175975,.23710503
3792,Skagit Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,5,.16301796,.23506029
2814,Skidmore College,Private Non-profit,Highly selective private,Four-year,NY,1,.044441804,.44459251
2814,Skidmore College,Private Non-profit,Highly selective private,Four-year,NY,2,.061012693,.34195176
2814,Skidmore College,Private Non-profit,Highly selective private,Four-year,NY,3,.095092848,.32618615
2814,Skidmore College,Private Non-profit,Highly selective private,Four-year,NY,4,.13006851,.45059878
2814,Skidmore College,Private Non-profit,Highly selective private,Four-year,NY,5,.66938424,.44342014
3327,Slippery Rock University,Public,Selective public,Four-year,PA,1,.066900283,.16424587
3327,Slippery Rock University,Public,Selective public,Four-year,PA,2,.12835632,.21015869
3327,Slippery Rock University,Public,Selective public,Four-year,PA,3,.24632965,.2198662
3327,Slippery Rock University,Public,Selective public,Four-year,PA,4,.33328682,.26531908
3327,Slippery Rock University,Public,Selective public,Four-year,PA,5,.22512695,.29912466
2209,Smith College,Private Non-profit,Highly selective private,Four-year,MA,1,.050264381,.37487513
2209,Smith College,Private Non-profit,Highly selective private,Four-year,MA,2,.087585129,.35954627
2209,Smith College,Private Non-profit,Highly selective private,Four-year,MA,3,.1366027,.38130692
2209,Smith College,Private Non-profit,Highly selective private,Four-year,MA,4,.20756751,.41102335
2209,Smith College,Private Non-profit,Highly selective private,Four-year,MA,5,.51798022,.38463879
1038,Snead State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,.21325842,.091669224
1038,Snead State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,.20367531,.13654636
1038,Snead State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,.27692062,.12970367
1038,Snead State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,.20857269,.1302126
1038,Snead State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,.097572938,.17236635
3679,Snow College,Public,Nonselective four-year public,Four-year,UT,1,.068726778,.13990106
3679,Snow College,Public,Nonselective four-year public,Four-year,UT,2,.12551348,.15270427
3679,Snow College,Public,Nonselective four-year public,Four-year,UT,3,.25549021,.15830646
3679,Snow College,Public,Nonselective four-year public,Four-year,UT,4,.34001526,.2249833
3679,Snow College,Public,Nonselective four-year public,Four-year,UT,5,.21025431,.27513364
1292,Solano Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.0793036,.13654976
1292,Solano Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.13519464,.21272048
1292,Solano Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.2010354,.25148115
1292,Solano Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.30705568,.26765817
1292,Solano Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.27741075,.28899351
1156,Sonoma State University,Public,Selective public,Four-year,CA,1,.050166395,.3442798
1156,Sonoma State University,Public,Selective public,Four-year,CA,2,.085012972,.29751614
1156,Sonoma State University,Public,Selective public,Four-year,CA,3,.13206992,.34290287
1156,Sonoma State University,Public,Selective public,Four-year,CA,4,.21550187,.33386189
1156,Sonoma State University,Public,Selective public,Four-year,CA,5,.51724881,.41424069
20746,South Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,1,.21973811,.091252759
20746,South Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,2,.20681511,.1020235
20746,South Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,3,.24679095,.23653851
20746,South Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,4,.23568548,.17035781
20746,South Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,5,.090970337,.26201606
3446,South Carolina State University,Public,Selective public,Four-year,SC,1,.2600328,.10738597
3446,South Carolina State University,Public,Selective public,Four-year,SC,2,.29359806,.18016315
3446,South Carolina State University,Public,Selective public,Four-year,SC,3,.19488843,.17885236
3446,South Carolina State University,Public,Selective public,Four-year,SC,4,.16018498,.203648
3446,South Carolina State University,Public,Selective public,Four-year,SC,5,.091295645,.24663362
1522,South Florida State College,Public,Nonselective four-year public,Four-year,FL,1,.24746867,.061016917
1522,South Florida State College,Public,Nonselective four-year public,Four-year,FL,2,.28631851,.10539888
1522,South Florida State College,Public,Nonselective four-year public,Four-year,FL,3,.22334602,.087427005
1522,South Florida State College,Public,Nonselective four-year public,Four-year,FL,4,.14963762,.12862746
1522,South Florida State College,Public,Nonselective four-year public,Four-year,FL,5,.09322919,.10320909
1592,South Georgia State College,Public,Nonselective four-year public,Four-year,GA,1,.18147965,.062451232
1592,South Georgia State College,Public,Nonselective four-year public,Four-year,GA,2,.1936208,.10721945
1592,South Georgia State College,Public,Nonselective four-year public,Four-year,GA,3,.21409361,.11322173
1592,South Georgia State College,Public,Nonselective four-year public,Four-year,GA,4,.23291487,.14805786
1592,South Georgia State College,Public,Nonselective four-year public,Four-year,GA,5,.17789099,.22825623
5617,South Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,1,.41270694,.07524085
5617,South Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,2,.30687231,.048079751
5617,South Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,3,.15619223,.07660792
5617,South Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,4,.078158826,.22691511
5617,South Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,5,.046069674,.092709079
13263,South Hills School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,1,.13518418,.098468982
13263,South Hills School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,2,.1964885,.14855547
13263,South Hills School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,3,.32965675,.10617824
13263,South Hills School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,4,.26655573,.14925954
13263,South Hills School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,5,.072114825,.22882742
3611,South Plains College,Public,Two-year (public and private not-for-profit),Two-year,TX,1,.18892747,.098787799
3611,South Plains College,Public,Two-year (public and private not-for-profit),Two-year,TX,2,.22231558,.18379483
3611,South Plains College,Public,Two-year (public and private not-for-profit),Two-year,TX,3,.2313734,.19850926
3611,South Plains College,Public,Two-year (public and private not-for-profit),Two-year,TX,4,.21467978,.24792124
3611,South Plains College,Public,Two-year (public and private not-for-profit),Two-year,TX,5,.14270377,.24331491
5372,South Puget Sound Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,1,.10020569,.17398722
5372,South Puget Sound Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,2,.13844442,.16603921
5372,South Puget Sound Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,3,.25145456,.17943873
5372,South Puget Sound Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,4,.30986559,.22511989
5372,South Puget Sound Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,5,.20002964,.22711474
9706,South Seattle Community College,Public,Nonselective four-year public,Four-year,WA,1,.17408611,.18803708
9706,South Seattle Community College,Public,Nonselective four-year public,Four-year,WA,2,.19888635,.2129045
9706,South Seattle Community College,Public,Nonselective four-year public,Four-year,WA,3,.20685405,.21843068
9706,South Seattle Community College,Public,Nonselective four-year public,Four-year,WA,4,.23900279,.24768311
9706,South Seattle Community College,Public,Nonselective four-year public,Four-year,WA,5,.18117072,.30628198
1769,South Suburban College Of Cook County,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.17737401,.095073253
1769,South Suburban College Of Cook County,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.21717978,.10365879
1769,South Suburban College Of Cook County,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.22888499,.17020309
1769,South Suburban College Of Cook County,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.24128988,.17989455
1769,South Suburban College Of Cook County,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.13527136,.20553388
31034,South Texas College,Public,Nonselective four-year public,Four-year,TX,1,.52360696,.13195425
31034,South Texas College,Public,Nonselective four-year public,Four-year,TX,2,.26768637,.13817254
31034,South Texas College,Public,Nonselective four-year public,Four-year,TX,3,.11062492,.15650246
31034,South Texas College,Public,Nonselective four-year public,Four-year,TX,4,.064454481,.15619254
31034,South Texas College,Public,Nonselective four-year public,Four-year,TX,5,.033627324,.22834662
220,South University,Private For-profit,Four-year for-profit,Four-year,TX,1,.26990497,.051997751
220,South University,Private For-profit,Four-year for-profit,Four-year,TX,2,.27493644,.18352634
220,South University,Private For-profit,Four-year for-profit,Four-year,TX,3,.16849291,.13205925
220,South University,Private For-profit,Four-year for-profit,Four-year,TX,4,.18182068,.1135872
220,South University,Private For-profit,Four-year for-profit,Four-year,TX,5,.1048451,.17580545
5707,Southeast Arkansas College,Public,Two-year (public and private not-for-profit),Two-year,AR,1,.27282232,.072166741
